2021/9/8,61012,42434,77531,36280,14666,5442,29254,16121,17248,15260
2021/9/9,61948,42491,75292,36022,14834,5316,28782,16000,16908,14749
2021/9/10,65511,46455,82815,38332,15752,5782,30079,17172,18075,15486
2021/9/11,55044,42095,48456,19586,13589,4684,26017,11143,13631,10112
2021/9/12,47023,35553,42583,16166,11294,3730,22734,8476,12282,8167
2021/9/13,59944,41824,75567,35760,14338,5200,28223,15960,16479,14549
2021/9/14,62990,44185,75718,35288,14235,5177,28672,15864,16445,15037
2021/9/15,62671,43820,77549,37192,14863,5453,28985,16293,16924,15223
2021/9/16,63590,43920,77368,36940,15031,5327,28513,16173,16661,14669
